% Year	Month	Day	Hour	Minute	Sec	Lat	Lon	Depth	Magnitude	ID	parID	Gen	OrigTime	distToParent	nthERFIndex	FSS_ID	GridNodeIndex
2019	07	06	03	19	54.083	35.878883	-117.708435	4.628448	2.55	1500	226	1	1562383194083	2.5638018	900040	-1	2933
2019	07	06	03	19	55.147	35.861507	-117.65946	10.666325	3.65	578	226	1	1562383195147	1.3295898	900012	-1	2933
2019	07	06	03	19	55.394	35.817337	-117.62563	15.00708	2.55	2361	226	1	1562383195394	0.015663086	880626	-1	2849
2019	07	06	03	19	55.521	35.85401	-117.640015	7.0898757	3.65	789	226	1	1562383195521	2.4753988	880793	-1	2849
2019	07	06	03	19	57.481	35.719055	-117.588264	3.1877499	2.55	677	226	1	1562383197481	2.611314	861182	-1	2763
2019	07	06	03	20	02.309	35.852203	-117.66837	6.3821054	3.35	1777	226	1	1562383202309	0.09155904	900009	-1	2933
2019	07	06	03	20	06.123	35.719418	-117.5374	2.5285368	2.85	1220	226	1	1562383206123	0.71143115	861494	-1	2764
2019	07	06	03	20	15.066	35.81986	-117.64333	11.411462	3.05	934	226	1	1562383215066	1.1745948	880631	-1	2849
2019	07	06	03	20	19.890	35.829945	-117.63794	4.7661285	2.65	1124	226	1	1562383219890	0.63271844	880783	-1	2849
2019	07	06	03	20	30.767	35.910244	-117.71314	4.2160316	2.65	2466	226	1	1562383230767	1.7155839	900002	-1	2933
2019	07	06	03	20	34.310	35.58738	-117.37902	3.452741	2.95	794	226	1	1562383234310	0.8098157	842344	-1	2679
2019	07	06	03	20	34.339	35.653996	-117.49789	12.78737	3.95	1901	226	1	1562383234339	1.0814478	861349	-1	2764
2019	07	06	03	20	36.619	35.664036	-117.511604	5.7934136	2.55	941	226	1	1562383236619	0.9227215	861443	-1	2764
2019	07	06	03	20	41.599	35.89071	-117.71387	14.975978	3.25	2275	226	1	1562383241599	0.0822815	900125	-1	2933
2019	07	06	03	20	43.246	35.813854	-117.62446	4.5847325	3.15	2069	226	1	1562383243246	0.34907082	880632	-1	2849
2019	07	06	03	20	44.362	35.803013	-117.619225	3.2023437	2.75	2297	226	1	1562383244362	0.12997049	880784	-1	2849
2019	07	06	03	20	44.785	35.882404	-117.69783	11.086309	3.25	1567	226	1	1562383244785	0.831329	900008	-1	2933
2019	07	06	03	20	50.397	35.637646	-117.45385	10.689952	2.75	2303	226	1	1562383250397	0.024582453	842302	-1	2679
2019	07	06	03	20	51.276	35.71127	-117.56165	11.952827	3.05	2092	226	1	1562383251276	0.45759398	861070	-1	2763
2019	07	06	03	20	57.341	35.81804	-117.62565	0.05181717	2.95	1998	226	1	1562383257341	0.10379104	880630	-1	2849
2019	07	06	03	20	58.609	35.81191	-117.614105	16.783718	2.95	2336	226	1	1562383258609	1.910613	880708	-1	2849
2019	07	06	03	20	59.638	35.638264	-117.4586	5.3446255	3.85	696	226	1	1562383259638	0.029963316	842205	-1	2679
2019	07	06	03	21	01.975	35.63773	-117.45379	8.582939	3.05	1850	226	1	1562383261975	0.015113232	842197	-1	2679
2019	07	06	03	21	04.292	35.784794	-117.59086	8.416089	2.55	1846	226	1	1562383264292	12.397637	880626	-1	2849
2019	07	06	03	21	09.183	35.635654	-117.44786	6.4882655	2.55	1465	226	1	1562383269183	0.08123253	842030	-1	2678
2019	07	06	03	21	15.883	35.660526	-117.49373	2.1759827	3.45	904	226	1	1562383275883	0.3064357	861560	-1	2764
2019	07	06	03	21	16.688	35.84599	-117.66007	9.1350975	3.15	1752	226	1	1562383276688	0.5122127	880593	-1	2848
2019	07	06	03	21	20.190	35.84404	-117.66138	2.1655266	2.55	2656	226	1	1562383280190	0.2767048	880431	-1	2848
2019	07	06	03	21	20.826	35.648045	-117.460594	6.825448	2.55	564	226	1	1562383280826	3.9360132	841976	-1	2678
2019	07	06	03	21	21.878	35.6418	-117.467606	8.540974	3.85	2637	226	1	1562383281878	0.39034426	841989	-1	2678
2019	07	06	03	21	22.081	35.59027	-117.39734	8.699933	3.15	1169	226	1	1562383282081	0.84582144	842198	-1	2679
2019	07	06	03	21	23.158	34.931316	-118.13431	6.862291	3.15	1028	226	1	1562383283158	102.9663	708102	-1	2069
2019	07	06	03	21	26.449	35.66619	-117.51444	13.597704	3.05	1882	226	1	1562383286449	1.0208288	861502	-1	2764
2019	07	06	03	21	28.947	35.77891	-117.69294	9.786661	2.75	2673	1777	2	1562383288947	9.105778	880433	-1	2848
2019	07	06	03	21	31.466	35.741	-117.57094	9.839679	2.55	847	226	1	1562383291466	0.35039625	861065	-1	2763
2019	07	06	03	21	33.559	35.805008	-117.64131	12.195969	4.55	1907	226	1	1562383293559	0.78167397	880724	-1	2849
2019	07	06	03	21	34.027	35.837883	-117.6593	10.630226	3.35	2664	226	1	1562383294027	0.114437826	880439	-1	2848
2019	07	06	03	21	34.412	35.85336	-117.6733	9.530905	3.15	545	226	1	1562383294412	0.21911702	880437	-1	2848
2019	07	06	03	21	35.369	35.634163	-117.44909	9.728214	3.75	1008	226	1	1562383295369	0.18571648	842096	-1	2678
2019	07	06	03	21	37.030	35.88871	-117.6803	4.6277623	2.75	2291	226	1	1562383297030	9.353616	900003	-1	2933
2019	07	06	03	21	37.446	35.895435	-117.71599	9.30645	3.45	2567	226	1	1562383297446	0.3621855	900166	-1	2933
2019	07	06	03	21	40.617	35.64169	-117.464485	1.0727606	3.55	1865	226	1	1562383300617	0.07250807	861345	-1	2764
2019	07	06	03	21	43.007	35.696873	-117.53442	7.9006085	2.65	1103	226	1	1562383303007	1.1188756	861444	-1	2764
2019	07	06	03	21	46.132	35.81608	-117.60407	11.812936	2.55	563	226	1	1562383306132	2.0536516	880782	-1	2849
2019	07	06	03	21	53.341	35.655804	-117.490036	10.031302	2.75	1963	226	1	1562383313341	0.72465044	861337	-1	2764
2019	07	06	03	21	53.422	35.70097	-117.55468	1.0784514	2.75	1396	226	1	1562383313422	0.027220301	861067	-1	2763
2019	07	06	03	21	57.099	35.740788	-117.52741	7.0114694	2.95	2609	226	1	1562383317099	7.4784265	861393	-1	2764
2019	07	06	03	21	59.930	35.812744	-117.70549	7.9696956	3.15	1566	226	1	1562383319930	19.428486	880515	-1	2848
2019	07	06	03	22	01.302	35.747517	-117.55808	12.760596	2.75	2363	226	1	1562383321302	3.7386818	861067	-1	2763
2019	07	06	03	22	04.516	35.802185	-117.63055	7.3047314	3.15	897	226	1	1562383324516	1.3847269	880632	-1	2849
2019	07	06	03	22	05.459	35.738888	-117.55584	12.694331	3.15	1647	226	1	1562383325459	0.89053774	861557	-1	2764
2019	07	06	03	22	08.524	35.904396	-117.71196	4.444667	2.55	1946	226	1	1562383328524	4.021846	900079	-1	2933
2019	07	06	03	22	16.485	35.81347	-117.62311	8.188131	2.75	1872	226	1	1562383336485	0.39001787	880628	-1	2849
2019	07	06	03	22	18.406	35.728046	-117.57683	3.263659	2.65	1209	226	1	1562383338406	0.074516684	861105	-1	2763
2019	07	06	03	22	21.966	35.785378	-117.609024	14.10086	3.05	762	226	1	1562383341966	0.19733028	880787	-1	2849
2019	07	06	03	22	22.862	35.890377	-117.75566	8.900246	2.55	702	226	1	1562383342862	2.965976	900157	-1	2933
2019	07	06	03	22	25.869	35.838547	-117.63844	11.455914	2.55	1484	226	1	1562383345869	0.8330492	880626	-1	2849
2019	07	06	03	22	26.841	35.773685	-117.60547	13.794172	3.25	1083	226	1	1562383346841	0.32100606	880633	-1	2849
2019	07	06	03	22	29.001	35.648663	-117.48268	7.6028533	2.65	2346	226	1	1562383349001	1.2647887	841923	-1	2678
2019	07	06	03	22	31.393	35.927326	-117.89103	10.862197	2.75	1894	226	1	1562383351393	21.024035	899693	-1	2931
2019	07	06	03	22	33.456	35.875614	-117.68564	2.2321992	2.55	2592	226	1	1562383353456	0.7486195	900040	-1	2933
2019	07	06	03	22	38.984	35.805145	-117.636086	9.619788	3.15	665	226	1	1562383358984	0.17406432	880710	-1	2849
2019	07	06	03	22	43.069	35.80426	-117.63498	4.3116703	2.55	2397	226	1	1562383363069	0.072834656	880626	-1	2849
2019	07	06	03	22	43.237	35.84842	-117.65922	14.146199	2.65	2422	226	1	1562383363237	1.1899652	880432	-1	2848
2019	07	06	03	22	43.429	35.878704	-117.702194	6.384062	3.65	1087	226	1	1562383363429	0.133263	900012	-1	2933
2019	07	06	03	22	47.002	35.637802	-117.455246	14.771233	2.55	583	226	1	1562383367002	0.26076227	841922	-1	2678
2019	07	06	03	22	47.250	35.76645	-117.60251	9.73829	2.75	889	226	1	1562383367250	0.13419674	880628	-1	2849
2019	07	06	03	22	54.267	35.632755	-117.4492	1.4096549	2.55	541	226	1	1562383374267	0.45118716	842030	-1	2678
2019	07	06	03	22	55.086	35.88711	-117.70403	3.3420627	3.25	1384	226	1	1562383375086	0.51459473	900008	-1	2933
2019	07	06	03	22	56.071	35.71226	-117.30719	11.934459	2.55	1726	226	1	1562383376071	22.90516	861875	-1	2766
2019	07	06	03	22	57.777	36.606323	-117.71588	7.859987	4.05	2600	226	1	1562383377777	88.116005	1036147	-1	3510
2019	07	06	03	22	59.933	35.638493	-117.451294	12.819603	2.75	911	226	1	1562383379933	0.51262444	842194	-1	2679
2019	07	06	03	23	00.291	35.780586	-117.60763	12.967707	2.55	1336	226	1	1562383380291	0.11307052	880704	-1	2849
2019	07	06	03	23	03.491	35.629166	-117.438965	2.12869	2.75	930	226	1	1562383383491	0.09590164	842194	-1	2679
2019	07	06	03	23	04.374	35.737442	-117.577835	8.435874	3.05	838	226	1	1562383384374	0.6977584	861070	-1	2763
2019	07	06	03	23	11.646	35.67578	-117.50567	15.707898	2.75	1246	226	1	1562383391646	1.1261972	861337	-1	2764
