% Year	Month	Day	Hour	Minute	Sec	Lat	Lon	Depth	Magnitude	ID	parID	Gen	OrigTime	distToParent	nthERFIndex	FSS_ID	GridNodeIndex
2012	01	01	12	06	44.725	33.157896113369794	-115.98869409584158	10.619103872225677	2.55	13184	-1	0	1325419604725	NaN	430122	-1	726
2012	01	02	03	17	30.281	33.39272030655781	-115.56061537136844	11.108248529547826	2.55	17298	-1	0	1325474250281	NaN	459380	-1	862
2012	01	02	18	15	32.183	36.38386160998996	-117.86984954059326	1.919275977593586	3.5500000000000003	10723	3660	1	1325528132183	0.06679197277470174	997782	-1	3346
2012	01	03	23	28	07.471	36.434430153342696	-118.20898102474105	9.287507700023818	2.75	9900	1	1	1325633287471	1.6726591320354163	997022	-1	3343
2012	01	04	05	01	28.121	36.020731752100914	-120.61387515805627	8.587724193121446	2.9499999999999997	13841	-1	0	1325653288121	NaN	912538	-1	2989
2012	01	04	13	44	02.502	36.30147910178119	-120.41811447690681	20.487468851602106	3.15	14225	-1	0	1325684642502	NaN	971848	-1	3240
2012	01	05	11	40	44.202	36.560796548488064	-117.16344638106406	17.74651127064099	2.55	17019	-1	0	1325763644202	NaN	1037201	-1	3515
2012	01	07	00	58	16.637	38.07629225796519	-118.80523074181902	4.927638632179277	2.75	14519	-1	0	1325897896637	NaN	1287878	-1	4616
2012	01	07	04	06	10.317	32.0090699982933	-115.819881970305	6.1740975739012	2.65	18138	-1	0	1325909170317	NaN	289953	-1	138
2012	01	07	15	59	30.258	32.378090296633566	-114.97916577067954	8.428838299272556	2.8499999999999996	18682	-1	0	1325951970258	NaN	335268	-1	321
2012	01	08	06	00	48.024	36.41629622969026	-120.95268158827346	16.43633235365316	3.15	15684	-1	0	1326002448024	NaN	989730	-1	3315
2012	01	09	16	35	33.184	32.48529040431753	-115.19241896235886	8.02746316565937	2.8499999999999996	10745	3955	1	1326126933184	1.0194482373881857	345841	-1	366
2012	01	10	03	15	41.642	37.13515443390734	-121.72125026612156	9.429184644396507	2.9499999999999997	15314	-1	0	1326165341642	NaN	1114798	-1	3860
