% Year	Month	Day	Hour	Minute	Sec	Lat	Lon	Depth	Magnitude	ID	parID	Gen	OrigTime	distToParent	nthERFIndex	FSS_ID	GridNodeIndex
2019	07	06	03	19	55.436	35.901333	-117.74016	3.1567514	3.15	1168	226	1	1562383195436	0.8031167	900163	-1	2933
2019	07	06	03	19	57.058	35.8732	-117.67759	10.357636	2.65	2552	226	1	1562383197058	1.829457	900002	-1	2933
2019	07	06	03	20	00.015	35.783993	-117.61146	8.646089	2.65	999	226	1	1562383200015	0.19408953	880705	-1	2849
2019	07	06	03	20	00.838	35.87994	-117.7022	7.337223	2.95	1750	226	1	1562383200838	0.17585114	900044	-1	2933
2019	07	06	03	20	03.287	35.80889	-117.61303	7.0405016	2.55	1996	226	1	1562383203287	5.711082	880626	-1	2849
2019	07	06	03	20	08.240	36.059162	-117.86294	4.681493	2.65	1565	226	1	1562383208240	46.04666	939472	-1	3099
2019	07	06	03	20	12.545	35.813107	-117.62479	4.69828	2.55	675	226	1	1562383212545	0.44714904	880704	-1	2849
2019	07	06	03	20	13.126	35.71724	-117.53709	5.3570266	2.55	1500	226	1	1562383213126	0.054663245	861335	-1	2764
2019	07	06	03	20	15.087	35.72061	-117.5275	2.6727054	2.95	2537	226	1	1562383215087	1.0060073	861555	-1	2764
2019	07	06	03	20	18.745	35.523445	-117.66009	5.562171	3.45	899	226	1	1562383218745	25.875164	822544	-1	2590
2019	07	06	03	20	20.103	35.905247	-117.71974	7.3401613	2.65	2525	226	1	1562383220103	0.6201941	900080	-1	2933
2019	07	06	03	20	20.693	35.63546	-117.44793	12.890434	2.75	1722	226	1	1562383220693	0.049471416	842140	-1	2678
2019	07	06	03	20	23.404	35.631744	-117.43808	5.2023907	3.75	1628	226	1	1562383223404	7.0391593	842258	-1	2679
2019	07	06	03	20	23.763	35.773014	-117.60761	12.537469	2.75	1803	226	1	1562383223763	1.5582633	880745	-1	2849
2019	07	06	03	20	28.755	35.65334	-117.43764	2.7397928	2.65	831	226	1	1562383228755	3.5823026	861660	-1	2765
2019	07	06	03	20	29.757	35.778152	-117.59802	2.609306	2.55	1573	226	1	1562383229757	2.917951	880782	-1	2849
2019	07	06	03	20	31.033	35.900288	-117.73673	4.456908	2.65	776	226	1	1562383231033	0.84775555	900002	-1	2933
2019	07	06	03	20	31.774	35.687675	-117.54537	6.0148616	2.65	2484	226	1	1562383231774	0.8908457	861336	-1	2764
2019	07	06	03	20	32.019	35.681942	-117.52239	11.942877	3.15	1124	226	1	1562383232019	0.31889686	861449	-1	2764
2019	07	06	03	20	32.606	35.57428	-117.37018	3.223823	2.75	1251	226	1	1562383232606	0.056206364	842305	-1	2679
