Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.009746423,0.0084365895,0.0
6.1,0.009746423,0.0084365895,0.0
6.2,0.00909426,0.0077226944,0.0
6.3,0.00909426,0.0077226944,0.0
6.4,0.008316261,0.006868583,0.0
6.5,0.008316261,0.006868583,0.0
6.6,0.008025207,0.0065499377,0.0
6.7,0.0077441116,0.0062435474,0.0
6.8,0.0072142133,0.005662621,0.0
6.9,0.0069635725,0.005388637,0.0
7.0,0.006660442,0.0050567347,0.0
7.1,0.0063411663,0.004698334,0.0
7.2,0.0061223423,0.004449483,0.0
7.3,0.0059845424,0.004302105,0.0
7.4,0.005853653,0.0041703037,0.0
7.5,0.0055141128,0.003833764,0.0
7.6,0.004694739,0.0030265576,0.0
7.7,0.003252473,0.0016794266,0.0
7.8,0.0016653005,7.149625E-4,0.0
7.9,0.0010481571,3.5739696E-4,0.0
8.0,4.3575902E-4,1.6242222E-4,0.0
8.1,7.843835E-5,3.3389373E-5,0.0
