Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.0046003438,0.004667011,0.0
6.1,0.0046003438,0.004667011,0.0
6.2,0.0046003438,0.004667011,0.0
6.3,0.0046003438,0.004667011,0.0
6.4,0.0020378039,0.0020539346,0.0
6.5,0.0020378039,0.0020539346,0.0
6.6,0.0015947534,0.0016030554,0.0
6.7,0.0013640919,0.0013684996,0.0
6.8,0.0013093639,0.0013127605,0.0
6.9,9.68196E-4,9.658843E-4,0.0
7.0,8.0642226E-4,8.014163E-4,0.0
7.1,6.972912E-4,6.901617E-4,0.0
7.2,5.5415864E-4,5.45174E-4,0.0
7.3,4.0856248E-4,4.0298104E-4,0.0
7.4,3.1072134E-4,3.082469E-4,0.0
7.5,2.1712543E-4,2.1484015E-4,0.0
7.6,1.2426086E-4,1.2189782E-4,0.0
7.7,5.1753424E-5,4.892535E-5,0.0
7.8,1.8253233E-5,1.5448733E-5,0.0
7.9,8.674601E-6,5.9548897E-6,0.0
8.0,3.3056278E-6,1.5909887E-6,0.0
