% Year	Month	Day	Hour	Minute	Sec	Lat	Lon	Depth	Magnitude	ID	parID	Gen	OrigTime	distToParent	nthERFIndex	FSS_ID	GridNodeIndex
2012	01	02	03	10	22.527	38.284265030758945	-118.43406367914733	9.204010611687155	3.45	15114	-1	0	1325473822527	NaN	1321355	-1	4757
2012	01	02	12	23	24.759	32.04369830518439	-115.18651091852412	8.984682696013643	3.45	11222	8174	1	1325507004759	0.6586295590659709	291581	-1	144
2012	01	02	20	26	30.451	34.224893288899466	-118.46736789129768	4.068273548712579	2.55	19059	-1	0	1325535990451	NaN	580799	-1	1463
2012	01	02	20	35	12.167	37.00981113527458	-121.04920250400993	3.9082327601350766	2.8499999999999996	13532	-1	0	1325536512167	NaN	1098881	-1	3790
2012	01	02	20	43	50.060	34.27640504278011	-118.43765738321204	14.930352774350078	2.75	15871	-1	0	1325537030060	NaN	597502	-1	1549
2012	01	03	07	09	30.622	39.16449020569203	-120.4632164590398	3.869788470232255	2.75	15820	-1	0	1325574570622	NaN	1450429	-1	5317
2012	01	03	13	33	50.401	38.92708805693101	-122.69398843842662	5.81104282234196	2.65	11960	-1	0	1325597630401	NaN	1401835	-1	5108
2012	01	03	15	44	36.890	32.04245207577837	-116.33662479955676	5.168379510901218	2.8499999999999996	12241	-1	0	1325605476890	NaN	288605	-1	133
2012	01	03	18	50	07.265	31.89749916710873	-115.46541971220104	7.2217949452697505	2.75	10943	4389	1	1325616607265	28.41898757894014	280804	-1	103
2012	01	04	00	55	40.206	33.31967674699715	-116.38821732941034	4.9378326896546145	2.55	19459	-1	0	1325638540206	NaN	443074	-1	786
2012	01	04	04	27	08.090	31.915279128021755	-116.39359245026066	5.475112590903247	2.75	16583	-1	0	1325651228090	NaN	278374	-1	94
2012	01	04	10	33	17.888	34.10179706151239	-117.29836562469802	8.049242324022915	2.55	12226	-1	0	1325673197888	NaN	566220	-1	1390
2012	01	04	18	30	14.130	33.633332048665146	-117.83688899672188	10.507475182969593	2.55	11284	9613	1	1325701814130	0.24901777146142084	484292	-1	985
2012	01	04	18	47	56.397	40.20094304504991	-123.94215334643812	14.900924091115844	2.65	14751	-1	0	1325702876397	NaN	1577422	-1	5895
2012	01	05	00	01	32.500	36.04451409514408	-120.61356768733017	7.087517937702575	3.35	13597	-1	0	1325721692500	NaN	912542	-1	2989
2012	01	05	00	34	14.386	40.937520289138824	-124.52439971544318	7.6001765136414505	2.55	16386	-1	0	1325723654386	NaN	1672055	-1	6333
2012	01	05	10	31	16.796	32.657179894373094	-115.4249311381989	9.696441281151634	2.75	10131	120	1	1325759476796	5.42811630081011	368437	-1	459
2012	01	05	14	08	46.398	35.97267071733346	-120.52245930256386	4.949621996600863	4.05	14485	-1	0	1325772526398	NaN	912711	-1	2990
2012	01	05	19	32	27.886	33.999943977954594	-117.3383061823199	7.164250787117599	2.65	18913	-1	0	1325791947886	NaN	549954	-1	1307
2012	01	05	21	01	03.426	34.32059962696982	-116.97282517113128	5.403115812330112	2.65	11355	-1	0	1325797263426	NaN	600058	-1	1563
2012	01	05	21	57	42.138	32.82839957337608	-115.50594989617532	9.085466172030902	2.9499999999999997	14059	-1	0	1325800662138	NaN	380264	-1	507
2012	01	05	23	37	14.111	32.792029227710074	-115.36989221224188	7.31263042120414	4.15	19688	-1	0	1325806634111	NaN	380312	-1	508
2012	01	05	23	51	17.989	35.97417716734082	-120.52589914865013	5.153714368310499	2.85	20138	14485	1	1325807477989	0.17079061082286828	912699	-1	2990
2012	01	06	00	00	29.009	32.7885228719124	-115.36933100445133	7.240304425863093	2.75	20140	19688	1	1325808029009	0.3779657485932836	380298	-1	508
2012	01	06	00	56	44.805	34.54312570690263	-120.70387951454902	7.407757898170249	3.6500000000000004	20027	-1	0	1325811404805	NaN	629151	-1	1698
2012	01	06	01	08	55.669	32.666634167359604	-115.31005990166614	5.646142858971941	2.55	20141	20140	2	1325812135669	14.730133903251831	368513	-1	460
2012	01	06	04	13	43.777	35.63723856443047	-121.14506912320999	6.686959221305325	2.65	10642	602	1	1325823223777	0.694704501041438	833959	-1	2642
2012	01	06	10	38	28.253	32.13734814765022	-115.29097890228451	0.5046194126716506	2.8499999999999996	11299	9889	1	1325846308253	0.1421832216349159	301841	-1	184
2012	01	06	17	57	04.729	39.519849660861034	-122.73696391648873	7.251539352435513	3.15	18484	-1	0	1325872624729	NaN	1485079	-1	5475
2012	01	07	03	51	47.158	34.54286046872361	-120.70662104496428	7.032815738905671	2.55	20142	20027	1	1325908307158	0.45222016902579865	629086	-1	1698
2012	01	07	09	27	26.990	32.30447414540106	-115.15484833334203	8.469248342649704	2.9499999999999997	19728	-1	0	1325928446990	NaN	323778	-1	273
2012	01	07	17	43	08.807	39.48621552426781	-120.32722743029798	17.942082628579282	2.55	19550	-1	0	1325958188807	NaN	1491337	-1	5499
2012	01	07	20	42	40.554	36.518021120392866	-120.750032532976	4.324372490897942	3.15	11235	8593	1	1325968960554	18.289939144941037	1008959	-1	3398
2012	01	07	22	11	25.955	36.09417943349796	-117.26376038208946	11.49118109359901	3.85	12939	-1	0	1325974285955	NaN	941015	-1	3105
2012	01	08	22	05	36.333	32.81489191851005	-115.3253772512601	17.271040804238233	2.65	9996	14	1	1326060336333	0.17660999311217768	380567	-1	509
