% Year	Month	Day	Hour	Minute	Sec	Lat	Lon	Depth	Magnitude	ID	parID	Gen	OrigTime	distToParent	nthERFIndex	FSS_ID	GridNodeIndex
2018	01	01	00	00	00.999	34.45050506289054	-117.87877499447578	2.348552238515111	2.8499999999999996	1374	0	1	1514764800999	1.039909421184859	634699	-1	1726
2018	01	01	00	00	01.511	34.35655571995345	-117.594111464102	10.819264737220287	2.75	1510	0	1	1514764801511	1.5427590387768122	617111	-1	1643
2018	01	01	00	00	07.022	34.29412546793249	-117.5299503656143	3.9704736602007302	2.65	386	0	1	1514764807022	1.3384684331282837	598833	-1	1558
2018	01	01	00	00	07.144	34.324897284105006	-117.58482120750027	10.342094595632464	2.9499999999999997	1523	0	1	1514764807144	0.09098286740851338	598719	-1	1557
2018	01	01	00	00	09.483	34.28661312802006	-117.48571399143967	12.431621221430268	2.65	497	0	1	1514764809483	0.43683732900608996	598794	-1	1558
2018	01	01	00	00	09.696	34.270025308625485	-117.46924953759547	6.69875394122102	2.55	773	0	1	1514764809696	0.6868579603572016	598871	-1	1558
2018	01	01	00	00	11.947	34.464376071248985	-117.90646896457282	0.5053204490735859	2.55	680	0	1	1514764811947	0.5633534986654865	634658	-1	1726
2018	01	01	00	00	13.574	34.35259371414458	-117.64970703461779	7.8790511035021185	2.8499999999999996	1070	0	1	1514764813574	1.313261368307981	598601	-1	1556
2018	01	01	00	00	15.067	34.25906997556323	-117.83436036579714	9.996996993077685	3.15	1321	0	1	1514764815067	19.075746564658218	598526	-1	1555
2018	01	01	00	00	20.535	34.42361338684043	-117.80034429739734	5.739797832792601	3.25	112	0	1	1514764820535	0.7005557786595843	616736	-1	1641
2018	01	01	00	00	39.341	34.33250921193137	-117.51954266886354	10.84133980168863	2.55	581	0	1	1514764839341	2.4679630921137754	598793	-1	1558
2018	01	01	00	00	39.927	34.4169806836083	-117.72982162662444	8.916012629157049	2.75	1016	0	1	1514764839927	5.7208234473070725	616959	-1	1642
2018	01	01	00	00	47.597	34.349674033526554	-117.65622200458675	9.252694312096219	2.65	1634	0	1	1514764847597	1.4908935259269345	616882	-1	1642
2018	01	01	00	00	52.310	34.38202168053615	-117.7046486620204	1.994563274151271	2.75	1724	0	1	1514764852310	0.9615219203688099	616883	-1	1642
2018	01	01	00	00	53.327	34.41198609137956	-117.95274158353104	14.32694502192255	3.25	1163	0	1	1514764853327	38.094716839905466	616428	-1	1640
2018	01	01	00	00	54.232	34.28997051223901	-117.49460424825403	8.598404169626132	2.8499999999999996	1637	0	1	1514764854232	0.24514222753059345	598796	-1	1558
