Time (days),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20587009,2.0,2.6,2.0,2.0,0.0,5.0,0.0,1.0,4.0,5.0
0.41174018,2.0,3.4,3.0,3.0,0.0,6.0,0.0,2.0,6.0,6.0
0.6176103,2.0,3.8,3.0,3.0,0.0,7.0,0.0,2.0,6.0,7.0
0.82348037,2.0,4.1,3.0,3.0,0.0,8.0,0.0,2.0,8.0,8.0
1.0293504,2.0,4.4,3.0,3.0,0.0,8.0,0.0,3.0,8.0,8.0
1.2352206,2.0,4.8,4.0,4.0,0.0,8.0,0.0,3.0,8.0,8.0
1.4410906,2.0,4.9,5.0,5.0,0.0,8.0,0.0,3.0,8.0,8.0
1.6469607,2.0,5.1,5.0,5.0,0.0,9.0,0.0,3.0,8.0,9.0
1.8528308,2.0,5.1,5.0,5.0,0.0,9.0,0.0,3.0,8.0,9.0
2.0587008,2.0,5.2,5.0,5.0,0.0,9.0,0.0,3.0,8.0,9.0
2.264571,2.0,5.2,5.0,5.0,0.0,9.0,0.0,3.0,8.0,9.0
2.470441,2.0,5.3,5.0,5.0,0.0,9.0,0.0,3.0,8.0,9.0
2.6763113,2.0,5.4,5.0,8.0,0.0,9.0,0.0,3.0,8.0,9.0
2.8821812,2.0,5.4,5.0,8.0,0.0,9.0,0.0,3.0,8.0,9.0
3.0880513,2.0,5.6,5.0,8.0,0.0,9.0,0.0,3.0,8.0,9.0
3.2939215,2.0,5.6,5.0,8.0,0.0,9.0,0.0,3.0,8.0,9.0
3.4997916,2.0,5.6,5.0,8.0,0.0,9.0,0.0,3.0,8.0,9.0
3.7056615,2.0,5.6,5.0,8.0,0.0,9.0,0.0,3.0,8.0,9.0
3.9115317,2.0,5.7,5.0,8.0,0.0,9.0,0.0,3.0,9.0,9.0
4.1174016,2.0,5.7,5.0,8.0,0.0,9.0,0.0,3.0,9.0,9.0
4.3232718,2.0,5.7,5.0,8.0,0.0,9.0,0.0,3.0,9.0,9.0
4.529142,2.0,5.7,5.0,8.0,0.0,9.0,0.0,3.0,9.0,9.0
4.735012,2.0,5.8,5.0,5.0,0.0,9.0,0.0,3.0,9.0,9.0
4.940882,2.0,5.8,5.0,5.0,0.0,9.0,0.0,3.0,9.0,9.0
5.1467524,2.0,5.8,5.0,5.0,0.0,9.0,0.0,3.0,9.0,9.0
5.3526225,2.0,5.8,5.0,5.0,0.0,9.0,0.0,3.0,9.0,9.0
5.5584927,2.0,5.9,5.0,9.0,0.0,9.0,0.0,3.0,9.0,9.0
5.7643623,2.0,6.0,6.0,9.0,0.0,9.0,0.0,3.0,9.0,9.0
5.9702325,2.0,6.0,6.0,9.0,0.0,9.0,0.0,3.0,9.0,9.0
6.1761026,2.0,6.1,6.0,9.0,0.0,9.0,0.0,3.0,9.0,9.0
6.381973,2.0,6.2,6.0,9.0,0.0,9.0,0.0,4.0,9.0,9.0
6.587843,2.0,6.2,6.0,9.0,0.0,9.0,0.0,4.0,9.0,9.0
6.793713,2.0,6.3,6.0,9.0,0.0,9.0,0.0,4.0,9.0,9.0
6.9995832,2.0,6.3,6.0,9.0,0.0,9.0,0.0,4.0,9.0,9.0
7.2054534,2.0,6.3,6.0,9.0,0.0,9.0,0.0,4.0,9.0,9.0
7.411323,2.0,6.3,6.0,9.0,0.0,9.0,0.0,4.0,9.0,9.0
7.617193,2.0,6.4,7.0,9.0,0.0,9.0,0.0,4.0,9.0,9.0
7.8230634,2.0,6.4,7.0,9.0,0.0,9.0,0.0,4.0,9.0,9.0
8.028934,2.0,6.4,7.0,9.0,0.0,9.0,0.0,4.0,9.0,9.0
8.234803,2.0,6.5,7.0,9.0,0.0,9.0,0.0,5.0,9.0,9.0
8.440674,2.0,6.5,7.0,9.0,0.0,9.0,0.0,5.0,9.0,9.0
8.6465435,2.0,6.5,7.0,9.0,0.0,9.0,0.0,5.0,9.0,9.0
8.852414,2.0,6.5,7.0,9.0,0.0,9.0,0.0,5.0,9.0,9.0
9.058284,2.0,6.5,7.0,9.0,0.0,9.0,0.0,5.0,9.0,9.0
9.264154,2.0,6.6,7.0,7.0,0.0,10.0,0.0,5.0,9.0,10.0
9.470024,2.0,6.6,7.0,7.0,0.0,10.0,0.0,5.0,9.0,10.0
9.675894,2.0,6.7,7.0,7.0,1.0,10.0,1.0,5.0,9.0,10.0
9.881764,2.0,6.7,7.0,7.0,1.0,10.0,1.0,5.0,9.0,10.0
10.087634,2.0,6.7,7.0,7.0,1.0,10.0,1.0,5.0,9.0,10.0
10.293505,2.0,6.7,7.0,7.0,1.0,10.0,1.0,5.0,9.0,10.0
10.499374,2.0,6.7,7.0,7.0,1.0,10.0,1.0,5.0,9.0,10.0
10.705245,2.0,6.7,7.0,7.0,1.0,10.0,1.0,5.0,9.0,10.0
10.911115,2.0,6.7,7.0,7.0,1.0,10.0,1.0,5.0,9.0,10.0
11.116985,2.0,6.7,7.0,7.0,1.0,10.0,1.0,5.0,9.0,10.0
11.322855,2.0,6.7,7.0,7.0,1.0,10.0,1.0,5.0,9.0,10.0
11.528725,2.0,6.8,7.0,8.0,1.0,10.0,1.0,5.0,9.0,10.0
11.734595,2.0,6.8,7.0,8.0,1.0,10.0,1.0,5.0,9.0,10.0
11.940465,2.0,6.9,7.0,8.0,1.0,10.0,1.0,5.0,10.0,10.0
12.146336,2.0,7.0,7.0,8.0,1.0,10.0,1.0,5.0,10.0,10.0
12.352205,2.0,7.0,7.0,8.0,1.0,10.0,1.0,5.0,10.0,10.0
12.558076,2.0,7.0,7.0,8.0,1.0,10.0,1.0,5.0,10.0,10.0
12.763946,2.0,7.0,7.0,8.0,1.0,10.0,1.0,5.0,10.0,10.0
12.969815,2.0,7.0,7.0,8.0,1.0,10.0,1.0,5.0,10.0,10.0
13.175686,2.0,7.0,7.0,8.0,1.0,10.0,1.0,5.0,10.0,10.0
13.381556,2.0,7.1,7.0,8.0,2.0,10.0,2.0,5.0,10.0,10.0
13.587426,2.0,7.1,7.0,8.0,2.0,10.0,2.0,5.0,10.0,10.0
13.793296,2.0,7.1,7.0,8.0,2.0,10.0,2.0,5.0,10.0,10.0
13.9991665,2.0,7.1,7.0,8.0,2.0,10.0,2.0,5.0,10.0,10.0
14.205036,2.0,7.1,7.0,8.0,2.0,10.0,2.0,5.0,10.0,10.0
14.410907,2.0,7.1,7.0,8.0,2.0,10.0,2.0,5.0,10.0,10.0
14.616776,2.0,7.1,7.0,8.0,2.0,10.0,2.0,5.0,10.0,10.0
14.822646,2.0,7.1,7.0,8.0,2.0,10.0,2.0,5.0,10.0,10.0
15.028517,2.0,7.1,7.0,8.0,2.0,10.0,2.0,5.0,10.0,10.0
15.234386,2.0,7.1,7.0,8.0,2.0,10.0,2.0,5.0,10.0,10.0
15.440257,2.0,7.1,7.0,8.0,2.0,10.0,2.0,5.0,10.0,10.0
15.646127,2.0,7.1,7.0,8.0,2.0,10.0,2.0,5.0,10.0,10.0
15.851997,2.0,7.1,7.0,8.0,2.0,10.0,2.0,5.0,10.0,10.0
16.057867,2.0,7.2,7.0,9.0,2.0,10.0,2.0,5.0,10.0,10.0
16.263737,2.0,7.2,7.0,9.0,2.0,10.0,2.0,5.0,10.0,10.0
16.469606,2.0,7.2,7.0,9.0,2.0,10.0,2.0,5.0,10.0,10.0
16.675478,2.0,7.3,7.0,9.0,2.0,10.0,2.0,5.0,10.0,10.0
16.881348,2.0,7.3,7.0,9.0,2.0,10.0,2.0,5.0,10.0,10.0
17.087217,2.0,7.3,7.0,9.0,2.0,10.0,2.0,5.0,10.0,10.0
17.293087,2.0,7.4,7.0,9.0,2.0,11.0,2.0,5.0,10.0,11.0
17.498959,2.0,7.4,7.0,9.0,2.0,11.0,2.0,5.0,10.0,11.0
17.704828,2.0,7.4,7.0,9.0,2.0,11.0,2.0,5.0,10.0,11.0
17.910698,2.0,7.4,7.0,9.0,2.0,11.0,2.0,5.0,10.0,11.0
18.116568,2.0,7.4,7.0,9.0,2.0,11.0,2.0,5.0,10.0,11.0
18.322437,2.0,7.4,7.0,9.0,2.0,11.0,2.0,5.0,10.0,11.0
18.528309,2.0,7.4,7.0,9.0,2.0,11.0,2.0,5.0,10.0,11.0
18.734179,2.0,7.4,7.0,9.0,2.0,11.0,2.0,5.0,10.0,11.0
18.940048,2.0,7.4,7.0,9.0,2.0,11.0,2.0,5.0,10.0,11.0
19.145918,2.0,7.5,7.0,10.0,2.0,11.0,2.0,5.0,10.0,11.0
19.351788,2.0,7.5,7.0,10.0,2.0,11.0,2.0,5.0,10.0,11.0
19.55766,2.0,7.5,7.0,10.0,2.0,11.0,2.0,5.0,10.0,11.0
19.763529,2.0,7.6,7.0,9.0,2.0,11.0,2.0,5.0,10.0,11.0
19.969398,2.0,7.6,7.0,9.0,2.0,11.0,2.0,5.0,10.0,11.0
20.175268,2.0,7.6,7.0,9.0,2.0,11.0,2.0,5.0,10.0,11.0
20.38114,2.0,7.6,7.0,9.0,2.0,11.0,2.0,5.0,10.0,11.0
20.58701,2.0,7.6,7.0,9.0,2.0,11.0,2.0,5.0,10.0,11.0
20.79288,2.0,7.7,7.0,9.0,3.0,11.0,3.0,5.0,10.0,11.0
20.998749,2.0,7.7,7.0,9.0,3.0,11.0,3.0,5.0,10.0,11.0
21.204618,2.0,7.7,7.0,9.0,3.0,11.0,3.0,5.0,10.0,11.0
21.41049,2.0,7.7,7.0,9.0,3.0,11.0,3.0,5.0,10.0,11.0
21.61636,2.0,7.7,7.0,9.0,3.0,11.0,3.0,5.0,10.0,11.0
21.82223,2.0,7.7,7.0,9.0,3.0,11.0,3.0,5.0,10.0,11.0
22.0281,2.0,7.8,7.0,10.0,3.0,11.0,3.0,5.0,10.0,11.0
22.23397,2.0,7.8,7.0,10.0,3.0,11.0,3.0,5.0,10.0,11.0
22.43984,2.0,7.8,7.0,10.0,3.0,11.0,3.0,5.0,10.0,11.0
22.64571,2.0,7.8,7.0,10.0,3.0,11.0,3.0,5.0,10.0,11.0
22.85158,2.0,7.8,7.0,10.0,3.0,11.0,3.0,5.0,10.0,11.0
23.05745,2.0,7.8,7.0,10.0,3.0,11.0,3.0,5.0,10.0,11.0
23.26332,2.0,7.8,7.0,10.0,3.0,11.0,3.0,5.0,10.0,11.0
23.46919,2.0,7.8,7.0,10.0,3.0,11.0,3.0,5.0,10.0,11.0
23.67506,2.0,7.8,7.0,10.0,3.0,11.0,3.0,5.0,10.0,11.0
23.88093,2.0,7.9,7.0,10.0,3.0,11.0,3.0,5.0,11.0,11.0
24.086802,2.0,7.9,7.0,10.0,3.0,11.0,3.0,5.0,11.0,11.0
24.292671,2.0,7.9,7.0,10.0,3.0,11.0,3.0,5.0,11.0,11.0
24.49854,2.0,7.9,7.0,10.0,3.0,11.0,3.0,5.0,11.0,11.0
24.70441,2.0,7.9,7.0,10.0,3.0,11.0,3.0,5.0,11.0,11.0
24.91028,2.0,7.9,7.0,10.0,3.0,11.0,3.0,5.0,11.0,11.0
25.116152,2.0,7.9,7.0,10.0,3.0,11.0,3.0,5.0,11.0,11.0
25.322021,2.0,7.9,7.0,10.0,3.0,11.0,3.0,5.0,11.0,11.0
25.527891,2.0,7.9,7.0,10.0,3.0,11.0,3.0,5.0,11.0,11.0
25.73376,2.0,7.9,7.0,10.0,3.0,11.0,3.0,5.0,11.0,11.0
25.93963,2.0,8.0,8.0,11.0,3.0,11.0,3.0,5.0,11.0,11.0
26.145502,2.0,8.0,8.0,11.0,3.0,11.0,3.0,5.0,11.0,11.0
26.351372,2.0,8.0,8.0,11.0,3.0,11.0,3.0,5.0,11.0,11.0
26.557241,2.0,8.0,8.0,11.0,3.0,11.0,3.0,5.0,11.0,11.0
26.763111,2.0,8.0,8.0,11.0,3.0,11.0,3.0,5.0,11.0,11.0
26.968983,2.0,8.0,8.0,11.0,3.0,11.0,3.0,5.0,11.0,11.0
27.174852,2.0,8.0,8.0,11.0,3.0,11.0,3.0,5.0,11.0,11.0
27.380722,2.0,8.0,8.0,11.0,3.0,11.0,3.0,5.0,11.0,11.0
27.586592,2.0,8.0,8.0,11.0,3.0,11.0,3.0,5.0,11.0,11.0
27.792461,2.0,8.0,8.0,11.0,3.0,11.0,3.0,5.0,11.0,11.0
27.998333,2.0,8.0,8.0,11.0,3.0,11.0,3.0,5.0,11.0,11.0
28.204203,2.0,8.0,8.0,11.0,3.0,11.0,3.0,5.0,11.0,11.0
28.410072,2.0,8.0,8.0,11.0,3.0,11.0,3.0,5.0,11.0,11.0
28.615942,2.0,8.0,8.0,11.0,3.0,11.0,3.0,5.0,11.0,11.0
28.821814,2.0,8.0,8.0,11.0,3.0,11.0,3.0,5.0,11.0,11.0
29.027683,2.0,8.0,8.0,11.0,3.0,11.0,3.0,5.0,11.0,11.0
29.233553,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
29.439423,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
29.645292,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
29.851164,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
30.057034,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
30.262903,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
30.468773,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
30.674643,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
30.880514,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
31.086384,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
31.292253,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
31.498123,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
31.703995,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
31.909864,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
32.115734,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
32.321606,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
32.527473,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
32.733345,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
32.939213,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
33.145084,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
33.350956,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
33.556824,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
33.762695,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
33.968563,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
34.174435,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
34.380306,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
34.586174,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
34.792046,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
34.997917,2.0,8.1,8.0,10.0,3.0,12.0,3.0,5.0,11.0,12.0
35.203785,2.0,8.2,8.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
35.409657,2.0,8.2,8.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
35.615524,2.0,8.2,8.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
35.821396,2.0,8.2,8.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
36.027267,2.0,8.2,8.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
36.233135,2.0,8.2,8.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
36.439007,2.0,8.2,8.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
36.644875,2.0,8.2,8.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
36.850746,2.0,8.2,8.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
37.056618,2.0,8.3,9.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
37.262486,2.0,8.3,9.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
37.468357,2.0,8.3,9.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
37.674225,2.0,8.3,9.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
37.880096,2.0,8.3,9.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
38.085968,2.0,8.3,9.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
38.291836,2.0,8.3,9.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
38.497707,2.0,8.3,9.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
38.703575,2.0,8.3,9.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
38.909447,2.0,8.3,9.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
39.11532,2.0,8.3,9.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
39.321186,2.0,8.3,9.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
39.527058,2.0,8.3,9.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
39.73293,2.0,8.3,9.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
39.938797,2.0,8.3,9.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
40.14467,2.0,8.3,9.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
40.350536,2.0,8.3,9.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
40.556408,2.0,8.3,9.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
40.76228,2.0,8.4,9.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
40.968147,2.0,8.4,9.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
41.17402,2.0,8.4,9.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
41.379887,2.0,8.5,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
41.58576,2.0,8.5,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
41.79163,2.0,8.5,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
41.997498,2.0,8.5,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
42.20337,2.0,8.5,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
42.409237,2.0,8.8,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
42.61511,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
42.82098,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
43.026848,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
43.23272,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
43.438587,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
43.64446,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
43.85033,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
44.0562,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
44.26207,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
44.46794,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
44.67381,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
44.87968,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
45.08555,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
45.29142,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
45.49729,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
45.70316,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
45.90903,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
46.1149,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
46.32077,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
46.52664,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
46.73251,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
46.93838,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
47.14425,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
47.35012,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
47.555992,2.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
47.76186,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
47.96773,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
48.173603,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
48.37947,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
48.585342,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
48.79121,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
48.99708,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
49.202953,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
49.40882,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
49.614693,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
49.82056,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
50.026432,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
50.232304,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
50.43817,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
50.644043,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
50.84991,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
51.055782,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
51.261654,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
51.46752,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
51.673393,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
51.87926,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
52.085133,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
52.291004,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
52.496872,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
52.702744,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
52.908615,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
53.114483,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
53.320354,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
53.526222,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
53.732094,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
53.937965,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
54.143833,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
54.349705,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
54.555573,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
54.761444,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
54.967316,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
55.173183,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
55.379055,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
55.584923,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
55.790794,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
55.996666,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
56.202534,3.0,8.9,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
56.408405,3.0,9.0,10.0,10.0,3.0,12.0,3.0,5.0,12.0,12.0
56.614273,3.0,9.1,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
56.820145,3.0,9.1,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
57.026016,3.0,9.1,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
57.231884,3.0,9.1,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
57.437756,3.0,9.1,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
57.643627,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
57.849495,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
58.055367,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
58.261234,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
58.467106,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
58.672977,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
58.878845,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
59.084717,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
59.290585,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
59.496456,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
59.702328,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
59.908195,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
60.114067,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
60.319935,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
60.525806,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
60.731678,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
60.937546,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
61.143417,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
61.349285,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
61.555157,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
61.76103,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
61.966896,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
62.172768,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
62.37864,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
62.584507,3.0,9.2,10.0,12.0,3.0,12.0,3.0,5.0,12.0,12.0
