Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.0028614972,0.0030264168,0.0
6.1,0.0028614972,0.0030264168,0.0
6.2,0.0028614972,0.0030264168,0.0
6.3,0.0028614972,0.0030264168,0.0
6.4,0.0028614972,0.0030264168,0.0
6.5,0.0028614972,0.0030264168,0.0
6.6,0.0028614972,0.0030264168,0.0
6.7,0.0028614972,0.0030264168,0.0
6.8,0.0027204256,0.002880364,0.0
6.9,0.0027193436,0.0028792326,0.0
7.0,0.0022948137,0.0024401865,0.0
7.1,0.0018720542,0.001998408,0.0
7.2,0.0015058735,0.0016170301,0.0
7.3,0.0011863695,0.0012810548,0.0
7.4,0.0010829868,0.0011719906,0.0
7.5,8.580116E-4,9.319541E-4,0.0
7.6,6.09725E-4,6.658267E-4,0.0
7.7,2.0801972E-4,2.2965767E-4,0.0
7.8,5.9636226E-5,6.6635446E-5,0.0
